0,1
tt0401792,"Nancy, Miho, Becky, Senator Roark, Hearing Panel Person (as Cara Briggs), Liebowitz, Motorcycle Cop (as Jeff Dashnaw), Gail, Corporal Rivera, Jackie Boy"
tt0377109,"Rachel, Max Rourke, Aidan, Dr. Emma Temple, Martin Savide, Evelyn, Jake, Emily, Betsy, Doctor"
tt0397535,"Chiyo, Tanaka, Sakamoto, Satsu, Sakamoto's Wife, Mr. Bekku, Hatsumomo (as Gong Li), Auntie, Mother, Young Pumpkin"
tt0373926,"Silvia Broome, Tobin Keller, Dot Woods, Nils Lud, Philippe, Zuwanie, Kuman-Kuman, Marcus, Police Chief Lee Wu, Rory Robb"
tt0399201,"Lincoln Six Echo / Tom Lincoln, Jordan Two Delta / Sarah Jordan, Albert Laurent, Dr. Bernard Merrick, James McCord, Starkweather Two Delta / Jamal Starkweather, Jones Three Echo, Gandu Three Echo, Community Announcer, Lima One Alpha"
tt0405422,"Andy, Trish, David, Jay, Cal, Beth, Nicky, Paula, Mooj, Haziz"
tt0388795,"Ennis Del Mar, Jack Twist, Joe Aguirre, Waitress, Basque (as David Trimble), Chilean Sheepherder #1, Chilean Sheepherder #2, Alma, Jolly Minister, Timmy"
tt0358273,"John R. Cash, June Carter, Vivian Cash, Ray Cash, Sam Phillips, Luther Perkins, Marshall Grant, Carrie Cash, Elvis Presley, Jerry Lee Lewis (as Waylon Malloy Payne)"
tt0398165,"Paul Crewe, Caretaker, Coach Nate Scarborough, Megget, Deacon Moss, Errol Dandridge, Battle, Cheeseburger Eddy, Switowski, Brucie"
tt0476503,nan
tt0395699,"Shane Wolfe, Principal Claire Fletcher, Julie Plummer, Zoe Plummer, Seth Plummer, Capt. Bill Fawcett, Helga, Vice Principal Dwayne Murney, Lulu Plummer, Peter Plummer (as Keegan Hoover)"
tt0369441,"Dick Harper, Jane Harper, Jack McCallister, Frank Bascombe, Veronica Cleeman, Garth, Joe Cleeman, Oz Peterson, Billy Harper, Blanca"
tt0320661,"Gravedigger, Priest, Balian's Wife, Firuz, Odo, Hospitaler, Godfrey de Ibelin, Squire, Balian de Ibelin, Apprentice"
tt0408790,"Kyle Pratt, Carson, Captain Rich, Stephanie, Obaid, Ahmed, Fiona, Mr. Loud, Mrs. Loud, Brittany Loud"
tt0360486,"John Constantine, Angela Dodson / Isabel Dodson, Chas Kramer, Midnite, Beeman, Father Hennessy, Balthazar, Gabriel, Satan, Scavenger"
tt0358082,"Watch (voice), Cappy (voice), Pigeon Lady (voice), Broken Arm Bot (voice), Madame Gasket (voice), Bigweld (voice), Piper (voice), Crank (voice), Aunt Fanny (voice), Youngest Rodney (voice)"
tt0396269,"John Beckwith, Jeremy Grey, Secretary Cleary, Claire Cleary, Gloria Cleary, Kathleen Cleary, Grandma Mary Cleary, Todd Cleary, Sack Lodge, Randolph"
tt0371606,"Chicken Little (voice), Buck Cluck (voice), Mayor Turkey Lurkey (voice), Mr. Woolensworth (voice), Foxy Loxy (voice), Runt of the Litter (voice), Abby Mallard (voice), Principal Fetchit (voice), Dog Announcer (voice), Melvin - Alien Dad (voice)"
tt0386588,"Hitch, Sara, Albert, Allegra, Casey, Max, Cressida, Geoff, Ben, Vance"
tt0372784,"Bruce Wayne / Batman, Alfred, Ducard, Rachel Dawes, Jim Gordon, Dr. Jonathan Crane / The Scarecrow, Carmine Falcone, Earle, Ra's Al Ghul, Flass"
tt0367594,"Willy Wonka, Charlie Bucket, Grandpa Joe, Mrs. Bucket, Mr. Bucket, Mrs. Beauregarde, Mr. Salt, Oompa Loompa, Dr. Wonka, Mr. Teavee"
tt0356910,"John Smith, Jane Smith, Eddie, Benjamin Danz, Jasmine, Father, Martin Coleman, Suzy Coleman, Gwen, Julie - Associate #1"
tt0351283,"Alex (voice), Marty (voice), Melman (voice), Gloria (voice), Julien (voice), Maurice (voice), Mort (voice), Skipper / Fossa / Panicky Man on Subway (voice), Private (voice), Kowalski (voice)"
tt0360717,"Ann Darrow, Carl Denham, Jack Driscoll, Captain Englehorn, Preston, Kong / Lumpy, Hayes, Jimmy, Choy, Herb"
tt0407304,"Ray Ferrier, Rachel Ferrier, Mary Ann, Robbie, Harlan Ogilvy, Vincent, Julio (as Yul Vázquez), Manny the Mechanic, Bartender, Grandmother"
tt0363771,"Lucy Pevensie, Edmund Pevensie, Peter Pevensie, Susan Pevensie, White Witch, Mr. Tumnus, Professor Kirke, Ginarrbrik, Father Christmas, Mrs. Pevensie"
tt0121766,"Obi-Wan Kenobi, Padmé, Anakin Skywalker, Supreme Chancellor Palpatine, Mace Windu, Senator Bail Organa, Yoda (voice), C-3PO, Count Dooku, Queen of Naboo"
tt0330373,"Frank Bryce, Wormtail, Barty Crouch Junior, Harry Potter, Hermione Granger, Ron Weasley, Arthur Weasley, Fred Weasley, George Weasley, Ginny Weasley"
tt0315297,"Jessica Shepard, John Mills, Mike Delmarco, Dr. Melvin Frank, Lieutenant Tong, Lisa, Jimmy Schmidt, Dale Becker, Ray Porter, Wilson Jefferson"
tt0360201,"Lizzie Bradbury, Peter Colt, Dennis Bradbury, Ron Roth, Edward Colt, Augusta Colt, Dieter Prohl, Jake Hammond, Ian Frazier, Carl Colt"
tt0374900,"Napoleon Dynamite, Uncle Rico, Kip, Pedro, Rex, Deb, Grandma, Summer Wheatly, Don, Lafawnduh"
tt0329691,"Yellow Car Driver, Luther, Neil Luff, Trey, Sheriff Barnes, Nomo, 18 Wheeler Driver, Ford, Dalton, Val"
tt0396592,"Fat Albert, Doris, Lauri, Rudy, Old Weird Harold (as Aaron A. Frazier), Dumb Donald (as Marques B. Houston), Bucky, Bill (as Keith D. Robinson), Mushmouth, Teen"
tt0365957,"David (as Omari Grandberry), Elgin, Liyah, Rico, Rashann (as Dreux Frederic), Vick (as DeMario Thornton), Marty, Sonny, Toya (as Tuere 'Tanee' McCall), Lil Saint"
tt0350028,"Helen Harris, Pastor Dan Parker, Jenny Portman, Audrey Davis, Henry Davis, Sarah Davis, Dominique, Nilma Prasad, Ed Portman, Lindsay Davis"
tt0372588,"Gary Johnston / Joe / Kim Jong Il / Hans Blix / Carson / Matt Damon / Drunk in Bar / Tim Robbins / Sean Penn / Michael Moore / Helen Hunt / Susan Sarandon / Others (voice), Chris / George Clooney / Danny Glover / Ethan Hawke / Additional Voices (voice), Lisa (voice), Sarah (voice) (as Masasa), Spottswoode (voice), I.N.T.E.L.L.I.G.E.N.C.E. / Chechnyan Terrorist (voice), Alec Baldwin (voice), French Mother (voice), Jean Francois (voice), Samuel L. Jackson (voice)"
tt0330793,"Jimmy Weeks (as Russell Andrews), Joe Toro, Bobby Saint / John Saint, Harry Heck, Tattooed Mike (as Russ Comegys), T.J., Bay News 9 Newscaster, Spacker Dave, Toro Croupier (as Michael Francis), Livia Saint"
tt0371246,"John Clasky, Deborah Clasky, Flor, Evelyn, Cristina, Bernice, Georgie (as Ian Hyland), Cristina (six years old), Monica (as Cecilia Suarez), Flor's Husband"
tt0337921,"Marilyn Mooney, Jessica Martin, Irate Customer #1, Young Security Guard, Chloe, Timid Boy (as Chase Bloch), Surf Girl's Friend (as Chelsea Bloch), Chloe's Chilly Friend, Excitable Customer, Craig Martin"
tt0351977,"Sheriff Stan Watkins, Ray Templeton, Chris Vaughn (as The Rock), Jay Hamilton, Deni, Chris Vaughn Sr., Connie Vaughn, Michelle Vaughn, Pete Vaughn, Booth"
tt0318462,"Ernesto Guevara de la Serna, Alberto Granado, Chichina Ferreyra, Celia de la Serna (Argentina), Ernesto Guevara Lynch (Argentina) (as Jean-Pierre Noher), Roberto Guevara (Argentina), Celita Guevara (Argentina), Ana María Guevara (Argentina) (as Sofía Bertolotto), Juan Martín Guevara (Argentina), Uncle Jorge (Argentina) (as Ricardo Diaz Mourelle)"
tt0346156,"Polly Perkins, Sky Captain, Dex, Editor Paley, Mysterious Woman, Kaji, Dr. Totenkopf (archive footage) (as Sir Laurence Olivier), Franky, Dr. Jennings, Dr. Vargas"
tt0385267,"Dan, Carter, Alex, Ann, Morty, Steckle, Eugene Kalb, Kimberly, Corwin, Enrique Colon"
tt0367479,"Max Burdett, Lola Cirillo, Stan Lloyd, Henri Mooré, Sophie, Rowdy Fan, Luc, Zacharias (as Obba Babatunde), Jean-Paul, Agent Stafford"
tt0390022,"Coach Gary Gaines, Mike Winchell, Don Billingsley, Boobie Miles, Brian Chavez, Ivory Christian, Chris Comer, Charles Billingsley, L.V. Miles, Sharon Gaines"
tt0338512,"Aidan McRory, Administrator Eugene Normandin, Raoul Normandin, His Excellency, Mrs. Normandin, Saladin, Zerbino, Naï-Rea, The Village Chief (as Jaran Phetjareon 'Sitao'), Miss Paulette"
tt0349825,"Herb Brooks, Patti Brooks, Craig Patrick, Walter Bush, Doc Nagobads, Jim Craig, Mike Eruzione, Jack O'Callahan, Rob McClanahan, Ralph Cox"
tt0364045,"Illeana, Costa, Hart, Mrs. Asher, Paquette, Leclair, Duval, Young Asher, Matt Soulsby, Cashier"
tt0337579,"Calvin, Eddie, Jimmy, Terri, Isaac, Ricky, Dinka, Quentin Leroux, Alderman Brown, Jennifer"
tt0316732,"Isabelle 'Belle' Williams, Andrew 'Andy' Washburn, Jesse, Lt. Marta Robbins, Vanessa, Redhead, Third Robber, Fourth Robber, Mrs. Washburn, Agent Mullins"
tt0364751,"Young Tom, Young Jerry, Young Dan, Young Billy, Billy Newwood (as Anthony Starr), Tom Marshall, Jerry Conlaine, Dan Mott, Angie, Tony"
tt0386064,"Jin-tae Lee, Jin-seok Lee, Young-shin Kim, Yong-man, Mother Lee, Sergeant Huh (as Kil-Kang Ahn), Sergeant Lim, Yong-seok, Old Jin-seok Lee, Jin-seok Lee's grandaughter"
tt0356470,"Sam, Fiona, Austin, Carter, Rhonda, Shelby, Mrs. Wells, Brianna, Gabriella (as Andrea Avery), Eleanor"
tt0344510,"Mathilde, Manech, Sylvain, Bénédicte, Pierre-Marie Rouvières, Germain Pire, Tina Lombardi, Ange Bassignano, Elodie Gordes, Benjamin Gordes (as Jean Pierre Darroussin)"
tt0366174,"Bill Johnson, Sam Rogers, Dr. Jack Byron, Dr. Ben Douglas, Cole Burris, Tran, Gail Stern, Gordon Mitchell, John Livingston, Christian Van Dyke"
tt0327437,"Passepartout / Lau Xing, Phileas Fogg, Monique La Roche (as Cécile De France), Jean Michel, Lord Kelvin, Colonel Kitchener, Lord Salisbury, Lord Rhodes, Mr. Sutton, Academy Member #1"
tt0338013,"Joel Barish, Clementine Kruczynski, Train Conductor, Patrick, Frank, Stan, Carrie, Rob, Mary, Dr. Mierzwiak"
tt0335245,"Professor G.H. Dorr, Marva Munson, Gawain MacSam, Garth Pancake, The General, Lump Hudson, Mountain Girl, Sheriff Wyner, Deputy Sheriff, Weemack Funthes"
tt0204313,"Father Merrin, Sarah, Father Francis, Joseph, Major Granville, Chuma, Sergeant Major, Semelier, Father Gionetti, Jefferies"
tt0327554,"Patience Phillips / Catwoman, Tom Lone, Laurel Hedare, George Hedare, Ophelia, Sally, Armando, Wesley, Drina, Rocker"
tt0357413,"Ron Burgundy, Veronica Corningstone, Brian Fantana, Brick Tamland, Champ Kind, Ed Harken, Garth Holliday, Helen, Tino, Eager Cameraman"
tt0385004,"Jin, Leo, Xiao Mei (as Zhang Ziyi), Yee, Performer, Performer, Performer, Performer, Performer, Performer"
tt0363988,"Mort Rainey, John Shooter, Amy Rainey, Ted Milner, Ken Karsch, Sheriff Dave Newsome, Mrs. Garvey, Tom Greenleaf (as John Dunn Hill), Fire Chief Wickersham, Detective Bradley"
tt0289879,"Evan, Andrea, Kayleigh, Lenny, Tommy, Evan at 13, Kayleigh at 13 (as Irene Gorovaia), Lenny at 13, Tommy at 13, Evan at 7"
tt0368008,"Al Melvin, Eddie Ingram, Robert Baker, Owens, Villalobos, Wilson, Atkins, Jameson, Ben Marco, Laurent Tokar"
tt0337563,"Jenna Rink, Matt Flamhaff, Lucy Wyman, Richard Kneeland, Bev Rink, Wayne Rink, Alex Carlson (as Samuel Ball), Arlene, Young Jenna, Young Matt"
tt0388419,"Luther Krank, Nora Krank, Vic Frohmeyer, Walt Scheel, Bev Scheel, Spike Frohmeyer, Officer Salino, Officer Treen, Umbrella Santa / Marty, Father Zabriskie"
tt0167190,"Hellboy, Trevor ""Broom"" Bruttenholm, Liz Sherman, John Myers, Grigori Rasputin, Tom Manning, Abe Sapien, Sammael, Karl Ruprecht Kroenen, Ilsa Haupstein (as Bridget Hodson)"
tt0349710,"Jack Morrison, Captain Mike Kennedy, Linda Morrison, Lenny Richter, Tommy Drake, Dennis Gauquin, Ray Gauquin, Tony Corrigan, Frank Mckinny, Keith Perez"
tt0327162,"Joanna Eberhart, Walter Kresby, Bobbie Markowitz, Claire Wellington, Mike Wellington, Roger Bannister, Jerry Harmon, Dave Markowitz, Pete Kresby, Kimberly Kresby"
tt0363547,"Ana, Kenneth, Michael, Andre, Steve, CJ, Terry, Bart, Nicole, Norma"
tt0387564,"Adam Faulkner-Stanheight, Dr. Lawrence Gordon, Detective David Tapp, Detective Steven Sing, Kerry, Paul, Mark, Zep Hindle, Brett, Amanda"
tt0299172,"Rusty, the Dog (voice), Maggie (voice), Piggy (voice), Wesley (voice), Pearl Gesner (voice), Ollie, the Pig (voice), Mrs. Caloway (voice), Rico (voice), Larry, the Duck (voice), Jeb, the Goat (voice)"
tt0317648,"Frank Hopkins, Jazira, Sheikh Riyadh, Lady Anne Davenport, Aziz, Prince Bin Al Reeh, Katib, Yusef, Buffalo Bill Cody, Sakr"
tt0375063,"Miles, Jack, Maya, Stephanie, Miles's Mother, Victoria, Cammi, Cammi's Husband, Christine Erganian, Mrs. Erganian (as Shaké Toukhmanian)"
tt0381707,"Kevin Copeland, Marcus Copeland, Heather Vandergeld, Chief Elliott Gordon, Agent Jake Harper, Warren Vandergeld, Karen, Latrell Spencer, Megan Vandergeld, Agent Vincent Gomez"
tt0376541,"Alice, Dan, Anna, Larry, Taxi Driver, Customs Officer, Rest of cast listed alphabetically:, Car driver (uncredited), Chatty Exhibition Guest (uncredited), Club Gangster (uncredited)"
tt0332280,"Rower, Allie Calhoun, Nurse Esther, Duke, Nurse Keith, Harry, Nurse at Counter, Nurse Selma, Barker, Fin"
tt0296572,"Riddick, Lord Marshal, Dame Vaako, Aereon, Vaako, Kyra, Purifier, The Guv, Toombs, Imam"
tt0308644,"Sir James Matthew Barrie, Sylvia Llewelyn Davies, Mrs. Emma du Maurier, Mary Ansell Barrie, Charles Frohman, Peter Llewelyn Davies, Jack Llewelyn Davies, George Llewelyn Davies, Michael Llewelyn Davies, Sir Arthur Conan Doyle"
tt0356618,"Telly, Sam, Sam at 5, Jim, Eliot, A Friendly Man, Dr. Jack Munce, Ash, Library Clerk, Cop"
tt0350258,"Ray Charles, Della Bea Robinson, Margie Hendricks, Jeff Brown, Joe Adams, Fathead Newman, Mary Ann Fisher, Aretha Robinson, Young Ray Robinson, Ahmet Ertegun"
tt0359013,"Blade, Whistler, Drake, Abigail Whistler, Hannibal King, Danica Talos, Chief Martin Vreede, Dr. Edgar Vance, Asher Talos, Jarko Grimwood (as Triple H)"
tt0377092,"Cady Heron, Regina George (as Rachel Mcadams), Ms. Norbury, Mr. Duvall, Mrs. George, Cady's Mom, Gretchen Wieners, Janis Ian, Damian, Cady's Dad"
tt0318627,"Alice, Jill Valentine, Carlos Olivera, Major Cain, Angie Ashford, Sgt. Peyton Wells (as Raz Adoti), Dr. Ashford, L.J., Terri Morales, Nemesis"
tt0328107,"John W. Creasy, Lupita Ramos, Lisa Ramos, Paul Rayburn, Samuel Ramos, Miguel Manzano, Jordan Kalfus, Mariana Garcia Guerrero, Daniel Sanchez, Victor Fuentes"
tt0368933,"Mia Thermopolis, Queen Clarisse Renaldi, Joe, Viscount Mabrey, Lilly Moscovitz, Nicholas Devereaux, Andrew Jacoby, Charlotte Kutaway, Lord Palimore, Prime Minister Motaz"
tt0345950,"SpongeBob / Narrator / Gary / Clay / Tough Fish #2 / Twin #2 / Houston Voice (voice), Mr. Krabs (voice), Squidward / Fish #4 (voice), Patrick Star / Fish #2 / Chum Customer / Local Fish (voice), Plankton / Fish #7 / Attendant #2, Lloyd (voice), Karen / Old Lady (voice), Sandy (voice), Mrs. Puff (voice), King Neptune (voice), Mindy (voice)"
tt0378194,"Vernita Green, Nikki (as Ambrosia Kelly), Earl McGraw / Esteban Vihaio, Edgar McGraw, Trucker, Buck, Bald Guy (as Kenji Oba), Tokyo Businessman (as Yoshijuki Morishita), Boss Tanaka, Boss Honda"
tt0293508,"The Phantom, Christine, Raoul, Madame Giry, Carlotta, Firmin, Andre, Piangi, Meg Giry, Reyer"
tt0346491,"Old Ptolemy, Scribe, Child Alexander, Olympias, Philip, Nurse, Young Alexander, Young Hephaistion, Wrestling Trainer, Young Nearchus"
tt0364725,"Peter La Fleur, Kate Veatch, White Goodman, Patches O'Houlihan, Justin, Gordon, Owen, Dwight, Steve the Pirate, Fran"
tt0358135,"John Clark, Paulina, Beverly Clark, Bobbie, Link, Miss Mitzi, Chic, Vern (as Omar Miller), Jenna Clark, Evan Clark"
tt0343135,"Reuben Feffer, Polly Prince, Sandy Lyle, Lisa Kramer, Stan Indursky, Claude, Leland Van Lew, Javier, Vivian Feffer, Irving Feffer"
tt0367093,"Pvt. Ottis Brick, Capt. V.J. Dax, Pvt. Charlie Soda, Pvt. Billie Otter, Pvt. Jill Sandee, Gen. Jack Gordon Shepherd, TSgt. Ari Peck, Lt. Pavlov Dill, Pvt. Lei Sahara, Pvt. Kipper Tor"
tt0331632,"Fred, Daphne, Shaggy, Velma, Patrick Wisely, Old Man Wickles, Jacobo, Heather, Scooby-Doo (voice), Himself"
tt0391198,"Karen, Doug, Matthew, Jennifer, Susan, Emma, Peter, Maria, Alex, Nakagawa"
tt0343660,"Henry Roth, Lucy Whitmore, Ula, Doug Whitmore, Alexa, Dr. Keats, Sue, Ten Second Tom, Marlin Whitmore, Stacy"
tt0349683,"Arthur, Lancelot, Tristan, Gawain, Galahad, Bors, Dagonet, Guinevere, Merlin, Cerdic"
tt0338751,"Howard Hughes, Katharine Hepburn, Ava Gardner, Noah Dietrich, Juan Trippe, Senator Ralph Owen Brewster, Professor Fitz, Jack Frye, Jean Harlow, Errol Flynn"
tt0405159,"Frankie Dunn, Maggie Fitzgerald, Eddie Scrap-Iron Dupris, Danger Barch, Big Willie Little, Billie 'The Blue Bear', Father Horvak (as Brían O'Byrne), Shawrelle Berry, Earline Fitzgerald, Mardell Fitzgerald"
tt0369339,"Vincent, Max, Annie, Fanning, Richard Weidner, Pedrosa, Ida, Daniel, Traffic Cop #1, Fed #1"
tt0362227,"Viktor Navorski, Amelia Warren, Frank Dixon, Mulroy, Enrique Cruz, Thurman, Gupta Rajan, Dolores Torres (as Zoë Saldana), Salchak, Karl Iverson"
tt0368447,"Ivy Walker, Lucius Hunt, Noah Percy, Edward Walker, Alice Hunt, August Nicholson, Mrs. Clack, Vivian Percy, Robert Percy, Victor"
tt0317198,"Bridget Jones, Mum, Dad, Uncle Geoffrey, Una Alconbury, Bernard, Mark Darcy, Admiral Darcy, Mrs. Darcy, Richard Finch"
tt0338348,"Hero Boy / Father / Conductor / Hobo / Scrooge / Santa Claus, Sister Sarah / Mother, Know-It-All, Hero Girl (voice), Billy - Lonely Boy, Pastry Chef, Pastry Chef, Waiter, Waiter, Waiter (as Rolandas Hendricks)"
tt0372183,"Jason Bourne, Marie, Ward Abbott, Nicky, Kirill, Danny Zorn, Pamela Landy, Jarda, Tom Cronin, Teddy"
tt0338526,"Van Helsing, Anna Valerious, Count Vladislaus Dracula, Carl, Frankenstein's Monster, Aleera, Velkan, Igor, Cardinal Jinette, Verona"
tt0343818,"Del Spooner, Susan Calvin, Sonny, Dr. Alfred Lanning, Lawrence Robertson, Granny (as Adrian L. Ricard), Lt. John Bergin, Baldez, V.I.K.I., Chin"
tt0368891,"Benjamin Franklin Gates, Abigail Chase, Riley Poole, Ian Howe, Patrick Gates, Sadusky, John Adams Gates, Shaw, Powell, Shippen"
tt0307453,"Oscar (voice), Don Lino (voice), Angie (voice), Lenny (voice), Lola (voice), Sykes (voice), Ernie (voice), Bernie (voice), Frankie (voice), Luca (voice)"
tt0332452,"Triopas, Agamemnon, Boagrius, Agamemnon's Officer, Messenger Boy, Achilles, Nestor, Menelaus, Helen, Hector"
tt0290002,"Jack Byrnes, Greg Focker, Bernie Focker, Rozalin Focker, Dina Byrnes, Pam Byrnes, Kevin Rawley, Little Jack, Little Jack, Isabel Villalobos"
tt0319262,"Jack Hall, Sam Hall, Laura Chapman, Jason Evans, Frank Harris, Dr. Lucy Hall, J.D., Brian Parks, Janet Tokada, Parker"
tt0335345,"Jesus, Mary, John (as Hristo Jivkov), Peter, Magdalen, Caiphas, Annas, Judas, Pontius Pilate (as Hristo Naumov Shopov), Claudia Procles"
tt0317705,"Bob Parr / Mr. Incredible (voice), Helen Parr / Elastigirl (voice), Lucius Best / Frozone (voice), Buddy Pine / Syndrome (voice), Bomb Voyage (voice), Newsreel Narrator (voice), Mrs. Hogenson (voice), Jack-Jack Parr (voice), Jack-Jack Parr (voice), Gilbert Huph (voice)"
tt0316654,"Spider-Man / Peter Parker, Mary Jane Watson, Harry Osborn, Doc Ock / Dr. Otto Octavius, May Parker, J. Jonah Jameson, Rosalie Octavius, John Jameson, Dr. Curt Connors, Joseph 'Robbie' Robertson"
tt0304141,"Harry Potter, Uncle Vernon, Aunt Marge, Aunt Petunia, Dudley Dursley, James Potter, Lily Potter, Stan Shunpike, Shrunken Head, Ernie the Bus Driver"
tt0298148,"Shrek (voice), Donkey (voice), Princess Fiona (voice), Queen (voice), Puss In Boots (voice), King (voice), Prince Charming (voice), Fairy Godmother (voice), Wolf (voice), Page / Elf / Nobleman / Nobleman's Son (voice)"
tt0264395,"Hardy, Osborne, West, Styles, Kendall, Dunbar, Pike, Mueller, Castro, Nunez"
tt0300556,"Chris Johnston, Kate Ericson, Andre Marek, Professor Johnston, Robert Doniger, Lady Claire, Frank Gordon, Steven Kramer, Josh Stern, Lord Oliver"
tt0266465,"Sean Vetter, Demetrius Hicks, Hollywood Jack, Memo Lucero, Stacy Vetter, Ty Frost, Mateo Santos, Pomona Joe, Hondo (as Marco Rodriguez), Gustavo Leon"
tt0263757,"Molly, Ray, Ingrid, Huey, Neal, Mr. McConkey, Roma Schleine, Briefs Model, Nurse, Julie"
tt0407831,"Man, Hand"
tt0269347,"L.T. Bonham, Aaron Hallam, Abby Durrell, Irene Kravitz, Ted Chenoweth, Bobby Moret (as Jose Zuniga), Harry Van Zandt, Dale Hewitt, Loretta Kravitz, Stokes (as Aaron Brounstein)"
tt0282209,"Kyle, Caitlin (as Emma Caulfield), Michael, Larry, Matt, Dr. Murphy, Dr. Travis, Nurse Lauren, Nurse Alex, Captain Henry"
tt0327137,"Garth, Hub, Walter, Mae, Stan, Adult Walter, Ralph, Helen, Sheik's Grandson, Young Hub"
tt0271668,"Earl Montgomery, Hank Rafferty, Detective Frank McDuff, Lieutenant Washington, Nash, Charlie Reed, Denise, Robert Barton, Heston, Woman in Car"
tt0286788,"Daphne Reynolds, Henry Dashwood, Libby Reynolds, Jocelyn Dashwood, Glynnis Payne, Alistair Payne, Ian Wallace, Clarissa Payne, Princess Charlotte, Young Daphne"
tt0329717,"Sgt. Joe Gavilan, Det. K.C. Calden, Ruby, Lt. Bennie Macko, Antoine Sartain, Cleo Ricard, Leon, Julius Armas, Olivia Robidoux, Wanda"
tt0316465,"Radio, Coach Jones, Principal Daniels, Maggie, Honeycutt, Frank, Mary Helen, Johnny, Tucker, Linda"
tt0337711,"Tommy Pickles (voice) (as E.G. Daily), Chuckie Finster (voice), Phil DeVille / Lil DeVille / Betty DeVille (voice), Kimi Finster (voice), Angelica Pickles (voice), Nigel Thornberry (voice), Grandpa Lou Pickles (voice), Charlotte Pickles (voice), Drew Pickles / Charles 'Chaz' Finster, Sr. (voice), Didi Pickles (voice)"
tt0313443,"Matt Lee Whitlock, Alex Diaz Whitlock, Ann Merai Harrison, Chris Harrison, Chae, Tony Dalton, Cabot, Deputy Baste, Agent Stark, Dr. Donovan"
tt0306841,"Lizzie / Isabella, Gordo, Jo, Sam, Matt, Kate, Ethan, Miss Ungermeyer, Paolo, Sergei"
tt0306685,"Su, Anthony Fait, Tommy, Sona, Archie, Ling, Daria, Odion, Miles, Vanessa"
tt0313911,"Cody Banks, Natalie Connors, Ronica Miles, CIA Director, Mrs. Banks, Molay, Mr. Banks, Brinkman, Earl, Dr. Connors"
tt0328589,"Frances, Patti, Katherine, Marcello, Martini, Old Man with Flowers, Placido, Fiorella, Nona Cardinale, Chiara (as Giulia Steigerwalt)"
tt0340855,"Aileen, Selby, Thomas, Vincent Corey, Donna, Gene / Stuttering ""John"", Evan / Undercover ""John"", Will / Daddy ""John"", Horton / Last ""John"", Cop"
tt0315733,"Paul Rivers, Cristina Peck, Michael, Cathy, Laura, Jack Jordan, Boy, Mary Rivers, Gynecologist, Reverend John"
tt0322589,"Honey Daniels, Chaz, Benny (as Lil' Romeo), Gina, Michael Ellis, Mrs. Daniels, Raymond, Bar Customer, Bar Customer, Joey"
tt0301470,"Jack Taggart Sr., The Creeper, Deaundre 'Double D' Davis, Scott 'Scotty' Braddock, Minxie Hayes, Izzy Bohen, Chelsea Farmer, Andy 'Bucky' Buck, Rhonda Truitt, Bus Driver Betty Borman"
tt0295721,"Daniel Morales, Émilien Coutant-Kerbalec, Commissaire Gibert, Qiu, Petra (as Emma Sjöberg), Lilly Bertineau, Alain, Général Edmond Bertineau, Policier, Policier"
tt0325805,"Roy Waller, Frank Mercer, Angela, Dr. Klein, Chuck Frechette, Mrs. Schaffer, Mr. Schaffer, Laundry Lady, Kathy, Slacker Boyfriend"
tt0338466,"Bob Tenor, Walt Tenor, April Mercedes, May, Mimmy, Rocket, Tommy, Moe, Cher, Howard"
tt0316356,"Boss Spearman, Charley Waite, Sue Barlow, Denton Baxter, Percy, Button, Sheriff Poole, Mose, Doc Barlow, Butler"
tt0318155,"DJ Drake / Himself / Voice of Tasmanian Devil and She-Devil, Kate, Mr. Chairman, Damien Drake, Dusty Tails, Mother, Mr. Smith, Mr. Warner, Mr. Warner's Brother, Security Guard"
tt0311289,"The Warden, Mr. Sir, Dr. Pendanski, Stanley, Zero, Squid, Armpit, X-Ray, Magnet, Zigzag"
tt0298814,"Dave Perry, Paul, Lynne, Danni (as Rékha Sharma), Acker, Josh, FBI Agent, FBI Agent, Serge (as Tcheky Karyo), General Purcell"
tt0285531,"Col. Abraham Curtis, Henry, Beaver, Jonesy, Pete, Owen, Duddits, Young Henry, Young Beaver, Young Jonesy"
tt0307987,"Willie, Marcus, The Kid, Sue, Lois, Gin, Bob Chipeska, Hindustani Troublemaker, Milwaukee Mother, Milwaukee Boy"
tt0313542,"Nicholas Easter, Rankin Fitch, Wendell Rohr, Marlee, Durwood Cable, Judge Harkin, Lawrence Green, Doyle, Henry Jankle, Frank Herrera"
tt0165982,"Sinbad (voice), Marina (voice), Eris (voice), Proteus (voice), Kale (voice), Dymas (voice), Rat (voice), Jin (voice), Li (voice), Luca / Additional Voices (voice)"
tt0327850,"Beck (as The Rock), Travis, Mariana, Hatcher, Declan, Harvey, Walker, Manito, Swenson, Naylor"
tt0314353,"Lieutenant A.K. Waters, Dr. Lena Fiore Kendricks, James 'Red' Atkins, Ellis 'Zee' Pettigrew, Kelly Lake, Michael 'Slo' Slowenski, Demetrius 'Silk' Owens, Danny 'Doc' Kelley, Jason 'Flea' Mabry, Captain Bill Rhodes"
tt0302886,"Mitch, Frank, Beanie, Pritchard, Nicole, Heidi, Lara, Marissa, Mark, Darcie"
