ID,Actors,Country,Director,Genre,Metascore,Poster,Ratings,Title,Writer,Year,imdbID,imdbRating,imdbVotes,Characters
902,"Halle Berry, Benjamin Bratt, Sharon Stone, Lambert Wilson",USA,Pitof,"Action, Crime, Fantasy",27.0,https://m.media-amazon.com/images/M/MV5BMjA4MzM0NDAzOF5BMl5BanBnXkFtZTcwMDY3MDYyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",Catwoman,"Bob Kane (characters), Theresa Rebeck (story), John Brancato (story), Michael Ferris (story), John Brancato (screenplay), Michael Ferris (screenplay), John Rogers (screenplay)",2004,tt0327554,3.3,"102,976","Patience Phillips / Catwoman, Tom Lone, Laurel Hedare, George Hedare, Ophelia, Sally, Armando, Wesley, Drina, Rocker"
903,"Stellan Skarsgård, Izabella Scorupco, James D'Arcy, Remy Sweeney",USA,Renny Harlin,"Horror, Mystery, Thriller",30.0,https://m.media-amazon.com/images/M/MV5BMjI0NzY1MzQ0MV5BMl5BanBnXkFtZTcwOTM1MTEzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",Exorcist: The Beginning,"William Peter Blatty (movie The Exorcist), William Wisher (story), Caleb Carr (story), Alexi Hawley (screenplay)",2004,tt0204313,5.1,"31,790","Father Merrin, Sarah, Father Francis, Joseph, Major Granville, Chuma, Sergeant Major, Semelier, Father Gionetti, Jefferies"
904,"Tom Hanks, Irma P. Hall, Marlon Wayans, J.K. Simmons",USA,"Ethan Coen, Joel Coen","Comedy, Crime, Thriller",56.0,https://m.media-amazon.com/images/M/MV5BMTYwNjUxMTYzM15BMl5BanBnXkFtZTYwNjgwMjY3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",The Ladykillers,"Joel Coen (screenplay), Ethan Coen (screenplay), William Rose (movie ""The Ladykillers"")",2004,tt0335245,6.2,"94,385","Professor G.H. Dorr, Marva Munson, Gawain MacSam, Garth Pancake, The General, Lump Hudson, Mountain Girl, Sheriff Wyner, Deputy Sheriff, Weemack Funthes"
905,"Jim Carrey, Kate Winslet, Gerry Robert Byrne, Elijah Wood",USA,Michel Gondry,"Drama, Romance, Sci-Fi",89.0,https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",Eternal Sunshine of the Spotless Mind,"Charlie Kaufman (story), Michel Gondry (story), Pierre Bismuth (story), Charlie Kaufman (screenplay)",2004,tt0338013,8.3,"832,281","Joel Barish, Clementine Kruczynski, Train Conductor, Patrick, Frank, Stan, Carrie, Rob, Mary, Dr. Mierzwiak"
906,"Jackie Chan, Steve Coogan, Cécile de France, Robert Fyfe","USA, Germany, Ireland, UK",Frank Coraci,"Action, Adventure, Comedy, Family, Western",49.0,https://m.media-amazon.com/images/M/MV5BMTc4MTkxMjQ2NF5BMl5BanBnXkFtZTcwNzE0NzUyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",Around the World in 80 Days,"Jules Verne (novel), David N. Titcher (screenplay), David Benullo (screenplay), David Andrew Goldstein (screenplay)",2004,tt0327437,5.9,"79,343","Passepartout / Lau Xing, Phileas Fogg, Monique La Roche (as Cécile De France), Jean Michel, Lord Kelvin, Colonel Kitchener, Lord Salisbury, Lord Rhodes, Mr. Sutton, Academy Member #1"
907,"Johnny Messner, KaDee Strickland, Matthew Marsden, Nicholas Gonzalez",USA,Dwight H. Little,"Action, Adventure, Horror, Thriller",40.0,https://m.media-amazon.com/images/M/MV5BNzc5MDg1NTkxNl5BMl5BanBnXkFtZTYwNTcyNjA3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",Anacondas: The Hunt for the Blood Orchid,"Hans Bauer, Jim Cash, Jack Epps Jr., Hans Bauer (story), Jim Cash (story), Jack Epps Jr. (story), John Claflin (screenplay), Daniel Zelman (screenplay), Michael Miner (screenplay), Edward Neumeier (screenplay)",2004,tt0366174,4.6,"26,419","Bill Johnson, Sam Rogers, Dr. Jack Byron, Dr. Ben Douglas, Cole Burris, Tran, Gail Stern, Gordon Mitchell, John Livingston, Christian Van Dyke"
908,"Audrey Tautou, Gaspard Ulliel, Dominique Pinon, Chantal Neuwirth","France, USA",Jean-Pierre Jeunet,"Drama, Mystery, Romance, War",76.0,https://m.media-amazon.com/images/M/MV5BZWI4ZTgwMzktNjk3Yy00OTlhLTg3YTAtMTA1MWVlMWJiOTRiXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",A Very Long Engagement,"Sébastien Japrisot (novel), Jean-Pierre Jeunet (story and adaptation), Guillaume Laurant (story and adaptation), Guillaume Laurant (dialogue)",2004,tt0344510,7.7,"68,234","Mathilde, Manech, Sylvain, Bénédicte, Pierre-Marie Rouvières, Germain Pire, Tina Lombardi, Ange Bassignano, Elodie Gordes, Benjamin Gordes (as Jean Pierre Darroussin)"
909,"Hilary Duff, Jennifer Coolidge, Chad Michael Murray, Dan Byrd","USA, Canada",Mark Rosman,"Comedy, Family, Romance",25.0,https://m.media-amazon.com/images/M/MV5BMTA1NDI0OTkwNDNeQTJeQWpwZ15BbWU3MDQ3Nzc1MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",A Cinderella Story,Leigh Dunlap,2004,tt0356470,5.9,"75,428","Sam, Fiona, Austin, Carter, Rhonda, Shelby, Mrs. Wells, Brianna, Gabriella (as Andrea Avery), Eleanor"
910,"Dong-Gun Jang, Won Bin, Eun-ju Lee, Hyeong-jin Kong",South Korea,Je-kyu Kang,"Action, Drama, War",64.0,https://m.media-amazon.com/images/M/MV5BNjAxZTEzNzQtYjdlNy00ZTJmLTkwZDUtOTAwNTM3YjI2MWUyL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",Tae Guk Gi: The Brotherhood of War,"Richard Epcar (dubbed version), Ji-hoon Han, Je-kyu Kang, Sang-don Kim",2004,tt0386064,8.1,"35,886","Jin-tae Lee, Jin-seok Lee, Young-shin Kim, Yong-man, Mother Lee, Sergeant Huh (as Kil-Kang Ahn), Sergeant Lim, Yong-seok, Old Jin-seok Lee, Jin-seok Lee's grandaughter"
911,"Matthew Price, Andrew Hampton, Jarred Rumbold, Carl Snell","USA, New Zealand",Steven Brill,"Adventure, Comedy, Mystery",29.0,https://m.media-amazon.com/images/M/MV5BMjA0MTE2MDk2MF5BMl5BanBnXkFtZTYwMzg0NTc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",Without a Paddle,"Fred Wolf (story), Harris Goldberg (story), Tom Nursall (story), Jay Leggett (screenplay), Mitch Rouse (screenplay)",2004,tt0364751,5.9,"41,720","Young Tom, Young Jerry, Young Dan, Young Billy, Billy Newwood (as Anthony Starr), Tom Marshall, Jerry Conlaine, Dan Mott, Angie, Tony"
912,"Queen Latifah, Jimmy Fallon, Henry Simmons, Jennifer Esposito","USA, France",Tim Story,"Action, Comedy, Crime, Thriller",27.0,https://m.media-amazon.com/images/M/MV5BMTYwNTY2NTkzNV5BMl5BanBnXkFtZTYwMjE2ODA3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",Taxi,"Luc Besson (earlier screenplay), Robert Ben Garant (screenplay), Thomas Lennon (screenplay), Jim Kouf (screenplay)",2004,tt0316732,4.5,"37,986","Isabelle 'Belle' Williams, Andrew 'Andy' Washburn, Jesse, Lt. Marta Robbins, Vanessa, Redhead, Third Robber, Fourth Robber, Mrs. Washburn, Agent Mullins"
913,"Ice Cube, Cedric the Entertainer, Sean Patrick Thomas, Eve",USA,Kevin Rodney Sullivan,"Comedy, Drama",59.0,https://m.media-amazon.com/images/M/MV5BMTk4MTA2ODQ4MF5BMl5BanBnXkFtZTYwOTY1Njc3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",Barbershop 2: Back in Business,"Mark Brown (characters), Don D. Scott",2004,tt0337579,5.8,"13,497","Calvin, Eddie, Jimmy, Terri, Isaac, Ricky, Dinka, Quentin Leroux, Alderman Brown, Jennifer"
914,"Angelina Jolie, Ethan Hawke, Kiefer Sutherland, Gena Rowlands",USA,D.J. Caruso,"Crime, Mystery, Thriller",38.0,https://m.media-amazon.com/images/M/MV5BMTA3NDMyNzI5NTdeQTJeQWpwZ15BbWU3MDQxNDEyMzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",Taking Lives,"Michael Pye (novel), Jon Bokenkamp (screen story), Jon Bokenkamp (screenplay)",2004,tt0364045,6.2,"75,021","Illeana, Costa, Hart, Mrs. Asher, Paquette, Leclair, Duval, Young Asher, Matt Soulsby, Cashier"
915,"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann","Canada, USA",Gavin O'Connor,"Biography, Drama, History, Sport",68.0,https://m.media-amazon.com/images/M/MV5BMjEyOTk1OTcyNV5BMl5BanBnXkFtZTYwNjMzNDU3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",Miracle,Eric Guggenheim,2004,tt0349825,7.5,"43,569","Herb Brooks, Patti Brooks, Craig Patrick, Walter Bush, Doc Nagobads, Jim Craig, Mike Eruzione, Jack O'Callahan, Rob McClanahan, Ralph Cox"
916,"Guy Pearce, Jean-Claude Dreyfus, Freddie Highmore, Oanh Nguyen","France, UK",Jean-Jacques Annaud,"Adventure, Drama, Family",63.0,https://m.media-amazon.com/images/M/MV5BNTMzOTA3NDcxMl5BMl5BanBnXkFtZTcwMTY5NDUyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",Two Brothers,"Alain Godard (scenario), Jean-Jacques Annaud (scenario), Jean-Jacques Annaud (original idea), Julian Fellowes (english dialogue)",2004,tt0338512,7.1,"13,554","Aidan McRory, Administrator Eugene Normandin, Raoul Normandin, His Excellency, Mrs. Normandin, Saladin, Zerbino, Naï-Rea, The Village Chief (as Jaran Phetjareon 'Sitao'), Miss Paulette"
917,"Billy Bob Thornton, Lucas Black, Garrett Hedlund, Derek Luke","Germany, USA",Peter Berg,"Action, Drama, Sport",70.0,https://m.media-amazon.com/images/M/MV5BMTcxMDI5MTM4Ml5BMl5BanBnXkFtZTcwNjA4MDcyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",Friday Night Lights,"Buzz Bissinger (book), David Aaron Cohen (screenplay), Peter Berg (screenplay)",2004,tt0390022,7.3,"54,536","Coach Gary Gaines, Mike Winchell, Don Billingsley, Boobie Miles, Brian Chavez, Ivory Christian, Chris Comer, Charles Billingsley, L.V. Miles, Sharon Gaines"
918,"Pierce Brosnan, Salma Hayek, Woody Harrelson, Don Cheadle",USA,Brett Ratner,"Action, Comedy, Crime, Drama",38.0,https://m.media-amazon.com/images/M/MV5BN2YyMmE1MTUtNTg2OS00ZWRiLWFhZTQtZDViM2MyOGJhZDY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",After the Sunset,"Paul Zbyszewski (story), Paul Zbyszewski (screenplay), Craig Rosenberg (screenplay)",2004,tt0367479,6.3,"42,395","Max Burdett, Lola Cirillo, Stan Lloyd, Henri Mooré, Sophie, Rowdy Fan, Luc, Zacharias (as Obba Babatunde), Jean-Paul, Agent Stafford"
919,"Dennis Quaid, Topher Grace, Scarlett Johansson, Marg Helgenberger",USA,Paul Weitz,"Comedy, Drama, Romance",66.0,https://m.media-amazon.com/images/M/MV5BZjlhOTg4MzQtYWFjOS00MTc0LWIxMjYtN2E1MjA5OWU2ODk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",In Good Company,Paul Weitz,2004,tt0385267,6.5,"51,912","Dan, Carter, Alex, Ann, Morty, Steckle, Eugene Kalb, Kimberly, Corwin, Enrique Colon"
920,"Gwyneth Paltrow, Jude Law, Giovanni Ribisi, Michael Gambon","USA, UK, Italy",Kerry Conran,"Action, Adventure, Mystery, Sci-Fi, Thriller",64.0,https://m.media-amazon.com/images/M/MV5BMTM0NDQzMDA1NF5BMl5BanBnXkFtZTcwNTU3ODAzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",Sky Captain and the World of Tomorrow,Kerry Conran,2004,tt0346156,6.1,"78,949","Polly Perkins, Sky Captain, Dex, Editor Paley, Mysterious Woman, Kaji, Dr. Totenkopf (archive footage) (as Sir Laurence Olivier), Franky, Dr. Jennings, Dr. Vargas"
921,"Gael García Bernal, Rodrigo De la Serna, Mía Maestro, Mercedes Morán","Argentina, USA, Chile, Peru, Brazil, UK, Germany, France",Walter Salles,"Adventure, Biography, Drama",75.0,https://m.media-amazon.com/images/M/MV5BOTNmZTgyMzAtMTUwZC00NjAwLTk4MjktODllYTY5YTUwN2YwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",The Motorcycle Diaries,"Ernesto 'Che' Guevara (book), Alberto Granado (book), Jose Rivera (screenplay)",2004,tt0318462,7.8,"91,783","Ernesto Guevara de la Serna, Alberto Granado, Chichina Ferreyra, Celia de la Serna (Argentina), Ernesto Guevara Lynch (Argentina) (as Jean-Pierre Noher), Roberto Guevara (Argentina), Celita Guevara (Argentina), Ana María Guevara (Argentina) (as Sofía Bertolotto), Juan Martín Guevara (Argentina), Uncle Jorge (Argentina) (as Ricardo Diaz Mourelle)"
922,"Michael Bowen, Johnny Knoxville, Dwayne Johnson, Neal McDonough",USA,Kevin Bray,"Action, Crime",44.0,https://m.media-amazon.com/images/M/MV5BMTM0MjYzNzM1N15BMl5BanBnXkFtZTcwMDcwNDc3NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",Walking Tall,"Mort Briskin (earlier screenplay), David Klass (screenplay), Channing Gibson (screenplay), David Levien (screenplay), Brian Koppelman (screenplay)",2004,tt0351977,6.3,"66,099","Sheriff Stan Watkins, Ray Templeton, Chris Vaughn (as The Rock), Jay Hamilton, Deni, Chris Vaughn Sr., Connie Vaughn, Michelle Vaughn, Pete Vaughn, Booth"
923,"Caroline Aaron, Kim Basinger, Brenda Ballard, Will Beinbrink","USA, Germany",David R. Ellis,"Action, Crime, Thriller",60.0,https://m.media-amazon.com/images/M/MV5BMmRmODc1OGEtYzhjOC00Y2FiLWFhNWUtYTJiYjlhMGU0Njk4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",Cellular,"Larry Cohen (story), Chris Morgan (screenplay)",2004,tt0337921,6.5,"88,164","Marilyn Mooney, Jessica Martin, Irate Customer #1, Young Security Guard, Chloe, Timid Boy (as Chase Bloch), Surf Girl's Friend (as Chelsea Bloch), Chloe's Chilly Friend, Excitable Customer, Craig Martin"
924,"Adam Sandler, Téa Leoni, Paz Vega, Cloris Leachman",USA,James L. Brooks,"Comedy, Drama, Romance",48.0,https://m.media-amazon.com/images/M/MV5BMTgyMzc0MjgyOV5BMl5BanBnXkFtZTYwNTgxOTk2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",Spanglish,James L. Brooks,2004,tt0371246,6.4,"74,157","John Clasky, Deborah Clasky, Flor, Evelyn, Cristina, Bernice, Georgie (as Ian Hyland), Cristina (six years old), Monica (as Cecilia Suarez), Flor's Husband"
925,"A. Russell Andrews, Omar Avila, James Carpinello, Mark Collie","USA, Germany",Jonathan Hensleigh,"Action, Crime, Drama, Thriller",33.0,https://m.media-amazon.com/images/M/MV5BMjI5NjcwMTQxMV5BMl5BanBnXkFtZTcwODg5ODkwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",The Punisher,"Jonathan Hensleigh, Michael France",2004,tt0330793,6.4,"143,107","Jimmy Weeks (as Russell Andrews), Joe Toro, Bobby Saint / John Saint, Harry Heck, Tattooed Mike (as Russ Comegys), T.J., Bay News 9 Newscaster, Spacker Dave, Toro Croupier (as Michael Francis), Livia Saint"
926,"Trey Parker, Matt Stone, Kristen Miller, Masasa Moyo","USA, Germany",Trey Parker,"Action, Comedy",64.0,https://m.media-amazon.com/images/M/MV5BMTM2Nzc4NjYxMV5BMl5BanBnXkFtZTcwNTM1MTcyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",Team America: World Police,"Trey Parker, Matt Stone, Pam Brady",2004,tt0372588,7.2,"151,774","Gary Johnston / Joe / Kim Jong Il / Hans Blix / Carson / Matt Damon / Drunk in Bar / Tim Robbins / Sean Penn / Michael Moore / Helen Hunt / Susan Sarandon / Others (voice), Chris / George Clooney / Danny Glover / Ethan Hawke / Additional Voices (voice), Lisa (voice), Sarah (voice) (as Masasa), Spottswoode (voice), I.N.T.E.L.L.I.G.E.N.C.E. / Chechnyan Terrorist (voice), Alec Baldwin (voice), French Mother (voice), Jean Francois (voice), Samuel L. Jackson (voice)"
927,"Kate Hudson, John Corbett, Joan Cusack, Hayden Panettiere",USA,Garry Marshall,"Comedy, Drama, Romance",38.0,https://m.media-amazon.com/images/M/MV5BMjA5NjEwMTQ0NV5BMl5BanBnXkFtZTYwOTM2MjY2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",Raising Helen,"Patrick J. Clifton (story), Beth Rigazio (story), Jack Amiel (screenplay), Michael Begler (screenplay)",2004,tt0350028,6.0,"34,106","Helen Harris, Pastor Dan Parker, Jenny Portman, Audrey Davis, Henry Davis, Sarah Davis, Dominique, Nilma Prasad, Ed Portman, Lindsay Davis"
928,"Omarion, Marques Houston, Jennifer Freeman, Jarell Houston",USA,Chris Stokes,"Drama, Music",37.0,https://m.media-amazon.com/images/M/MV5BZjkzZWZjZmMtMjliYi00Zjg5LTkzZGYtYzZkOGNhNzc5MzQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}, {'Source': 'Metacritic', 'Value': '37/100'}]",You Got Served,Chris Stokes,2004,tt0365957,3.7,"25,236","David (as Omari Grandberry), Elgin, Liyah, Rico, Rashann (as Dreux Frederic), Vick (as DeMario Thornton), Marty, Sonny, Toya (as Tuere 'Tanee' McCall), Lil Saint"
929,"Kenan Thompson, Kyla Pratt, Dania Ramirez, Shedrack Anderson III",USA,Joel Zwick,"Animation, Comedy, Family, Fantasy, Romance",39.0,https://m.media-amazon.com/images/M/MV5BMTg2MzYxMDI2M15BMl5BanBnXkFtZTYwNTAzNTM3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",Fat Albert,"Bill Cosby, Charles Kipps",2004,tt0396592,4.3,"10,613","Fat Albert, Doris, Lauri, Rudy, Old Weird Harold (as Aaron A. Frazier), Dumb Donald (as Marques B. Houston), Bucky, Bill (as Keith D. Robinson), Mushmouth, Teen"
930,"John Ashker, Max Beesley, Dane Cook, Ice Cube",USA,Joseph Kahn,"Action, Comedy, Crime",41.0,https://m.media-amazon.com/images/M/MV5BMjAxNDY3OTY2OV5BMl5BanBnXkFtZTcwMjYzMTQyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",Torque,Matt Johnson,2004,tt0329691,4.1,"25,965","Yellow Car Driver, Luther, Neil Luff, Trey, Sheriff Barnes, Nomo, 18 Wheeler Driver, Ford, Dalton, Val"
931,"Jon Heder, Jon Gries, Aaron Ruell, Efren Ramirez",USA,Jared Hess,Comedy,64.0,https://m.media-amazon.com/images/M/MV5BNjYwNTA3MDIyMl5BMl5BanBnXkFtZTYwMjIxNjA3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",Napoleon Dynamite,"Jared Hess, Jerusha Hess",2004,tt0374900,6.9,"185,259","Napoleon Dynamite, Uncle Rico, Kip, Pedro, Rex, Deb, Grandma, Summer Wheatly, Don, Lafawnduh"
932,"Kirsten Dunst, Paul Bettany, Sam Neill, Jon Favreau","UK, France, USA",Richard Loncraine,"Comedy, Romance, Sport",59.0,https://m.media-amazon.com/images/M/MV5BYzI5NjRiMTMtOGIzYS00N2FlLWI4MWMtM2VkNWMyYTgzNTdhXkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",Wimbledon,"Adam Brooks, Jennifer Flackett, Mark Levin",2004,tt0360201,6.3,"56,802","Lizzie Bradbury, Peter Colt, Dennis Bradbury, Ron Roth, Edward Colt, Augusta Colt, Dieter Prohl, Jake Hammond, Ian Frazier, Carl Colt"
933,"Ashley Judd, Samuel L. Jackson, Andy Garcia, David Strathairn","Germany, USA",Philip Kaufman,"Crime, Drama, Mystery, Thriller",26.0,https://m.media-amazon.com/images/M/MV5BMTg1OTk4NDA3M15BMl5BanBnXkFtZTcwMDYzOTQyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '1%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",Twisted,Sarah Thorp,2004,tt0315297,5.3,"19,231","Jessica Shepard, John Mills, Mike Delmarco, Dr. Melvin Frank, Lieutenant Tong, Lisa, Jimmy Schmidt, Dale Becker, Ray Porter, Wilson Jefferson"
934,"Eric Sykes, Timothy Spall, David Tennant, Daniel Radcliffe","UK, USA",Mike Newell,"Adventure, Family, Fantasy, Mystery",81.0,https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",Harry Potter and the Goblet of Fire,"Steve Kloves (screenplay), J.K. Rowling (novel)",2005,tt0330373,7.7,"493,308","Frank Bryce, Wormtail, Barty Crouch Junior, Harry Potter, Hermione Granger, Ron Weasley, Arthur Weasley, Fred Weasley, George Weasley, Ginny Weasley"
935,"Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid",USA,George Lucas,"Action, Adventure, Fantasy, Sci-Fi",68.0,https://m.media-amazon.com/images/M/MV5BNTc4MTc3NTQ5OF5BMl5BanBnXkFtZTcwOTg0NjI4NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",Star Wars: Episode III - Revenge of the Sith,George Lucas,2005,tt0121766,7.6,"643,731","Obi-Wan Kenobi, Padmé, Anakin Skywalker, Supreme Chancellor Palpatine, Mace Windu, Senator Bail Organa, Yoda (voice), C-3PO, Count Dooku, Queen of Naboo"
936,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell","USA, UK",Andrew Adamson,"Adventure, Family, Fantasy",75.0,https://m.media-amazon.com/images/M/MV5BMTc0NTUwMTU5OV5BMl5BanBnXkFtZTcwNjAwNzQzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '75/100'}]","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Ann Peacock (screenplay), Andrew Adamson (screenplay), Christopher Markus (screenplay), Stephen McFeely (screenplay), C.S. Lewis (book)",2005,tt0363771,6.9,"342,253","Lucy Pevensie, Edmund Pevensie, Peter Pevensie, Susan Pevensie, White Witch, Mr. Tumnus, Professor Kirke, Ginarrbrik, Father Christmas, Mrs. Pevensie"
